http://mouse.owl#MA_0001233,"{""t"":""ear skin"",""o"":[],""s"":[{""o"":""thing"",""p"":""sub class of""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0001631,"{""t"":""common bile duct"",""o"":[],""s"":[{""o"":""thing"",""p"":""sub class of""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0001201,"{""t"":""macula of saccule"",""o"":[],""s"":[{""o"":""thing"",""p"":""sub class of""},{""o"":""saccular maculs"",""p"":""has related synonym""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0000421,"{""t"":""interalveolar septum"",""o"":[],""s"":[{""o"":""thing"",""p"":""sub class of""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0002395,"{""t"":""tibilais cranialis"",""o"":[],""s"":[{""o"":""tibialis muscle"",""p"":""sub class of""},{""o"":""tibialis anterior"",""p"":""has related synonym""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0001303,"{""t"":""lens equatorial epithelium"",""o"":[],""s"":[{""o"":""lens epithelium"",""p"":""sub class of""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0001496,"{""t"":""vomer bone"",""o"":[],""s"":[{""o"":""viscerocranium bone"",""p"":""sub class of""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0002536,"{""t"":""sputum"",""o"":[],""s"":[{""o"":""respiratory system fluid secretion"",""p"":""sub class of""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0001756,"{""t"":""laryngeal extrinsic ligament"",""o"":[],""s"":[{""o"":""larynx ligament"",""p"":""sub class of""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0000362,"{""t"":""liver middle lobe"",""o"":[],""s"":[{""o"":""liver lobe"",""p"":""sub class of""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0002681,"{""t"":""esophagus muscularis mucosa"",""o"":[],""s"":[{""o"":""thing"",""p"":""sub class of""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0000684,"{""t"":""upper leg muscle"",""o"":[],""s"":[{""o"":""class"",""p"":""type""},{""o"":""leg muscle"",""p"":""sub class of""}]}"
http://mouse.owl#MA_0001566,"{""t"":""esophagus basal epithelium"",""o"":[],""s"":[{""o"":""esophagus epithelium"",""p"":""sub class of""},{""o"":""basal oesophageal epithelium"",""p"":""has related synonym""},{""o"":""class"",""p"":""type""}]}"
http://mouse.owl#MA_0001662,"{""t"":""glomerular outer capsular wall"",""o"":[],""s"":[{""o"":""thing"",""p"":""sub class of""},{""o"":""class"",""p"":""type""}]}"
